Episode,Successes,Collisions,Timeouts,Steps,Goal_X,Goal_Y,Num_Obstacles,Mode,Fold
107,2,8,0,9,9.814343657351676,10.885845294984868,53,random,1
108,0,10,0,13,8.103618232572469,15.407441417757932,30,random,1
109,0,10,0,8,15.385274421104787,11.835428842455475,55,random,1
110,0,10,0,8,12.410989129518752,8.964537258608566,45,random,1
111,0,10,0,8,3.395544662133169,10.749004206755357,46,random,1
112,3,7,0,15,3.5287871873401926,16.80005922978612,44,random,1
113,0,10,0,10,3.266246823818106,5.480363079483594,61,random,1
114,0,10,0,11,17.696570601354516,15.139965593319927,47,random,1
115,0,10,0,8,4.419165316917244,3.964994230023404,38,random,1
116,0,10,0,9,8.42854968570226,12.613848478066213,47,random,1
117,0,10,0,10,14.363182987001421,3.8898558941082815,44,random,1
118,0,10,0,9,5.874647636948026,16.600164251225543,52,random,1
119,0,10,0,11,14.205341496400834,4.883437142809669,51,random,1
120,4,6,0,7,4.38195935422139,8.782011996724723,34,random,1
121,0,10,0,8,13.533237922241504,6.071311465801566,45,random,1
122,0,10,0,14,9.543169965922077,10.759271642172925,49,random,1
123,0,10,0,9,12.802517526381797,5.410222825219982,45,random,1
124,0,10,0,14,7.030531275592402,16.79300798267596,53,random,1
125,0,10,0,6,7.061170370663287,16.12605396682619,29,random,1
126,6,4,0,10,16.08527940232806,17.01597557590657,47,random,1
127,0,10,0,10,16.029815178406583,9.385650709202746,44,random,1
128,0,10,0,18,2.5876697208300072,12.220289376578375,52,random,1
129,0,10,0,18,13.812837596802284,15.28134184321457,36,random,1
130,0,10,0,11,17.832271144551665,5.137428245312696,28,random,1
131,0,10,0,10,8.065295651959985,6.717749480086715,49,random,1
132,0,10,0,12,6.9402848881611465,3.55213082399262,43,random,1
133,2,8,0,7,16.234734733532424,3.6421291156794506,44,random,1
134,4,6,0,21,7.197377497408187,3.286204866229319,51,random,1
135,0,10,0,9,2.555476109913366,9.92705363654944,50,random,1
136,0,10,0,9,5.71931953901146,3.5234382559629154,53,random,1
137,0,10,0,17,4.325416191281365,5.014700514636843,50,random,1
138,0,10,0,7,14.822599499447461,2.5151534157459956,67,random,1
139,0,10,0,8,4.626957577739386,2.2867323806766855,50,random,1
140,0,10,0,6,5.159687056903639,10.345120079585557,40,random,1
141,0,10,0,10,6.252292200938646,13.394409597632261,41,random,1
142,0,10,0,8,5.760797168648482,2.093201513471641,54,random,1
143,0,10,0,8,16.584748401054604,8.370347868755038,47,random,1
144,5,5,0,6,3.1395610251374286,2.6367207359310285,43,random,1
145,0,10,0,23,8.502462143461262,14.87363959851444,36,random,1
146,0,10,0,5,17.669113762096053,14.349209380154193,55,random,1
147,0,10,0,9,2.015729168121446,16.35756536197056,52,random,1
148,0,10,0,11,8.518980288552589,2.0085720522539052,59,random,1
149,0,10,0,7,4.098926413626971,12.23385514662905,34,random,1
150,0,10,0,9,4.491301359710851,11.805260722559137,25,random,1
151,0,10,0,11,12.912085594634217,15.196860833652952,41,random,1
152,0,10,0,25,12.527545914992928,9.350898965890876,68,random,1
153,0,10,0,10,14.052167080171381,15.86786510875408,44,random,1
154,0,10,0,8,13.002216271557566,12.827425517060036,39,random,1
155,1,9,0,14,4.018472734889421,7.708435480013106,52,random,1
156,0,10,0,8,11.106239688499194,9.875529281174988,54,random,1
157,0,10,0,11,10.670220120374418,8.405736652161432,50,random,1
158,1,9,0,14,5.158737407456444,12.361680519351717,48,random,1
159,0,10,0,10,11.206132084911312,13.434301844178249,57,random,1
160,0,10,0,8,4.134017530253233,15.08444106473497,63,random,1
161,0,10,0,12,2.1981939435519653,9.073808083937568,33,random,1
162,0,10,0,9,9.439770415431642,4.0041225037152195,44,random,1
163,8,2,0,8,13.304887967789945,17.40508414287202,38,random,1
164,0,10,0,11,8.326109884484335,15.23820781569627,35,random,1
165,0,10,0,8,2.6534651396870945,15.97530741448655,60,random,1
166,0,10,0,9,7.2632503735202505,12.886751897475353,60,random,1
167,0,10,0,8,9.396348440086609,16.425312312865692,50,random,1
168,0,10,0,10,7.719661857942132,17.805523441901887,52,random,1
169,0,10,0,11,8.676188790008952,5.449288202729141,38,random,1
170,0,10,0,8,13.971568420997817,2.951679777740843,42,random,1
171,0,10,0,8,16.199366696816664,16.39150309896131,43,random,1
172,0,10,0,10,10.681622478377715,9.179737722061919,66,random,1
173,0,10,0,7,15.780848594940528,15.715964967367874,57,random,1
174,0,10,0,9,8.775720427405643,11.397090698481929,48,random,1
175,0,10,0,9,11.492565240121817,14.848789319308164,52,random,1
176,0,10,0,16,13.342658597548741,2.319250531269976,50,random,1
177,0,10,0,11,11.458407698973568,9.61880011573906,41,random,1
178,0,10,0,13,6.680705619667169,7.3907076256400845,39,random,1
179,0,10,0,8,17.114399894751656,15.645008021748348,46,random,1
180,0,10,0,9,8.971758382253906,10.696676680130075,40,random,1
181,0,10,0,9,9.01773446374346,15.505093684587306,73,random,1
182,6,4,0,22,8.898428908182037,8.918373250990125,39,random,1
183,0,10,0,8,13.569175404988979,4.405249777445933,64,random,1
184,0,10,0,8,9.5072715746847,9.119942012024264,43,random,1
185,0,10,0,7,9.556224404151108,4.331997293242697,49,random,1
186,0,10,0,5,3.767753129442905,5.791539178789982,43,random,1
187,0,10,0,6,13.464200865425411,7.316729513434353,57,random,1
188,0,10,0,8,16.037343478644637,4.132643942441643,53,random,1
189,0,10,0,9,4.940255171510769,12.48959275073678,54,random,1
190,4,6,0,6,15.350027617068827,12.126020257879487,30,random,1
191,0,10,0,8,8.7464418236312,13.381286421043843,50,random,1
192,0,10,0,10,12.846005351557276,10.736012124551737,51,random,1
193,0,10,0,11,17.7372567468543,8.03851028709459,45,random,1
194,0,10,0,14,17.585142325316284,9.053654008715803,47,random,1
195,0,10,0,14,15.465964489576779,4.0859381668973604,41,random,1
196,0,10,0,9,14.362844816079246,3.085477391801483,43,random,1
197,0,10,0,7,11.45154973690697,10.819251006118323,55,random,1
198,0,10,0,13,16.40010740600055,3.7008600480813367,51,random,1
199,0,10,0,7,11.872913190913897,12.559972259290435,46,random,1
200,0,10,0,12,11.784857785153372,5.606617159795952,58,random,1
1,0,10,0,11,11.128276566055456,11.03246008327744,38,random,2
2,0,10,0,12,4.674010286545624,3.2959685902159777,41,random,2
3,0,10,0,11,12.472219812241416,6.756534128139188,61,random,2
4,0,10,0,9,9.876645670364294,9.129503330346987,54,random,2
5,0,10,0,18,11.40397262575817,14.871023734392743,47,random,2
6,0,10,0,12,4.889054806797986,16.906355724371014,41,random,2
7,0,10,0,9,5.864884132216449,17.548068205962974,46,random,2
8,0,10,0,16,12.297151060623579,6.321456508650346,47,random,2
9,4,6,0,7,6.291086777460254,3.1599911338647644,43,random,2
10,0,10,0,8,2.963613431099761,15.925590151365254,46,random,2
11,0,10,0,10,2.6792316505664164,8.48058645624675,60,random,2
12,0,10,0,5,16.836820731418022,10.625000219111982,44,random,2
13,1,9,0,10,3.1409299270309496,8.04655706989172,54,random,2
14,0,10,0,9,12.807171837227585,17.301570485836873,63,random,2
15,0,10,0,7,4.969299147145859,6.826541734186323,57,random,2
16,0,10,0,9,13.801523641534537,10.281144770796153,45,random,2
17,0,10,0,10,16.347285703909524,13.683827429700743,61,random,2
18,0,10,0,9,2.3353636064978787,14.273122634919805,48,random,2
19,7,3,0,11,16.117588988063133,3.6692438057676426,46,random,2
20,6,4,0,15,16.455715430708388,8.28928810640388,42,random,2
21,0,10,0,10,17.78042926178558,15.974271133130474,55,random,2
22,0,10,0,28,11.695652460918476,13.73390977909597,64,random,2
23,0,10,0,8,2.1497378209242353,9.984924973631808,40,random,2
24,0,10,0,8,7.151812863871484,16.246759228631692,53,random,2
25,0,10,0,12,11.408232302326367,13.18573996290532,65,random,2
26,0,10,0,11,4.167810618847389,16.205627243686045,33,random,2
27,0,10,0,7,5.509530158830767,8.608187790058675,44,random,2
28,0,10,0,7,14.825076134682934,16.463206578009014,39,random,2
29,0,10,0,9,3.3529950001053397,4.801407181683105,57,random,2
30,0,10,0,14,4.204178774613878,6.224094918298132,53,random,2
31,0,10,0,10,7.771684693745607,12.783847658682632,58,random,2
32,0,10,0,13,8.062731354363516,12.854899929353618,54,random,2
33,0,10,0,13,17.28926191933966,16.158772201532482,37,random,2
34,0,10,0,7,8.122624966056941,17.48585019221265,52,random,2
35,0,10,0,7,3.2674819882558186,16.183230314036685,50,random,2
36,0,10,0,7,4.467038970002042,15.193686592922194,35,random,2
37,0,10,0,8,15.527009550972341,5.439003558464185,42,random,2
38,4,6,0,7,11.441714821092695,10.332915118453453,56,random,2
39,0,10,0,6,16.87077751412238,5.56094216244945,54,random,2
40,0,10,0,5,14.631272314270399,17.026606645139225,60,random,2
41,0,10,0,11,17.76886018960613,4.652362613332237,48,random,2
42,0,10,0,8,17.0295478107724,7.444501251690497,45,random,2
43,0,10,0,7,14.474226329126617,11.937724190172576,62,random,2
44,1,9,0,5,2.089476770471169,6.143638513069767,50,random,2
45,0,10,0,9,8.372671110995942,6.045266324804821,53,random,2
46,0,10,0,10,15.506740064674323,16.168996373123363,48,random,2
47,0,10,0,7,16.319874250650848,11.537255813912294,52,random,2
48,0,10,0,8,13.811476553650547,16.453274329902314,52,random,2
49,0,10,0,12,11.433799103784361,4.188904596376659,36,random,2
50,1,9,0,8,3.710686018831595,9.968495680650882,55,random,2
51,0,10,0,16,7.077024057345051,14.275174040150599,49,random,2
52,0,10,0,5,13.626503015887005,6.302037165472036,53,random,2
53,0,10,0,11,10.206014356673384,10.037872356344785,45,random,2
54,0,10,0,4,7.845666328193895,14.830890383980915,64,random,2
55,0,10,0,11,10.12134865666914,14.707995679246268,34,random,2
56,0,10,0,9,16.727532809421845,17.292957778933594,47,random,2
57,0,10,0,10,13.368192440195365,6.2843813694748984,56,random,2
58,0,10,0,15,5.457278410072988,14.538162591376448,35,random,2
59,3,7,0,13,17.496071164183043,13.66842898397923,56,random,2
60,6,4,0,37,14.581161943239966,9.942173230640167,42,random,2
61,0,10,0,13,4.883453466300407,15.481941460672592,42,random,2
62,0,10,0,8,14.105309763401522,13.394426420368752,70,random,2
63,0,10,0,6,5.846151736428746,13.715896250176264,56,random,2
64,0,10,0,11,2.8141126159830847,12.353471187667,52,random,2
65,0,10,0,7,16.475898526956122,15.333551538145343,57,random,2
66,0,10,0,5,14.199328219977644,7.44521610529705,44,random,2
67,0,10,0,11,4.498768569274596,8.337712987151448,44,random,2
68,0,10,0,10,5.060288110325567,2.026146981625585,44,random,2
69,0,10,0,9,14.582547702901852,14.98810663341394,48,random,2
70,0,10,0,15,14.06894680862433,7.5447451296956665,61,random,2
71,0,10,0,10,7.723771006316904,14.757039450922496,58,random,2
72,0,10,0,17,13.588601686642567,2.530110491050797,57,random,2
73,0,10,0,5,11.387913714778966,4.868686439046575,42,random,2
74,0,10,0,14,10.240475575487327,10.44663414452378,42,random,2
75,0,10,0,9,14.792669843310833,9.345366014373283,54,random,2
76,0,10,0,5,12.522412233457615,5.772539315099703,56,random,2
77,0,10,0,11,3.7115183085409065,15.528989291451172,52,random,2
78,0,10,0,10,10.188770439512579,2.9832768999936476,37,random,2
79,0,10,0,14,10.151320000377506,13.435467871167551,39,random,2
80,0,10,0,6,7.516621486697577,17.482221015846243,46,random,2
81,0,10,0,7,6.513820474157214,7.674854065373324,64,random,2
82,1,9,0,6,14.19978818365823,11.233626727961422,52,random,2
83,0,10,0,22,11.550402955528956,14.107683981976283,44,random,2
84,0,10,0,11,11.469736007357055,6.032863069147428,36,random,2
85,0,10,0,10,2.4260731441127454,6.674661901911559,47,random,2
86,0,10,0,11,2.517812663487465,11.079584443612749,33,random,2
87,0,10,0,8,15.135137890678301,14.031693159142499,45,random,2
88,0,10,0,13,2.1490962961468867,7.637666492849201,36,random,2
89,0,10,0,11,13.611068287216211,15.285621469176425,46,random,2
90,0,10,0,7,6.422968742329418,2.2413374868313607,41,random,2
91,0,10,0,13,16.75132913989062,3.228631510531578,48,random,2
92,0,10,0,11,14.1955901406498,6.326791790744071,34,random,2
93,0,10,0,12,10.145378003113278,12.086485063222883,42,random,2
94,0,10,0,15,10.509477427587756,13.213537245879378,45,random,2
95,0,10,0,15,5.269384319658707,4.617028303880179,30,random,2
96,0,10,0,15,10.794324492764263,2.682048179104944,46,random,2
97,0,10,0,9,10.449451305216343,13.087211486550471,42,random,2
98,2,8,0,8,7.490442006623823,13.112758397011637,39,random,2
99,5,5,0,9,9.230447331825301,7.0536885638536155,61,random,2
100,0,10,0,8,5.019519027278278,13.937732184717493,52,random,2
101,3,7,0,8,15.55572473597792,2.370396627432852,46,random,2
102,0,10,0,12,16.788263012004897,8.915521993209424,52,random,2
103,0,10,0,9,7.479760308226872,12.152257332103622,50,random,2
104,2,8,0,8,12.796668697834248,8.847132608767096,50,random,2
105,0,10,0,10,9.259583030692808,17.0425710243965,56,random,2
106,0,10,0,9,17.421936923206367,6.956113549978429,37,random,2
107,0,10,0,8,10.501088262431008,14.752490329424676,50,random,2
108,0,10,0,6,11.20386622913124,16.318087206989272,32,random,2
109,0,10,0,10,17.52271743757943,16.00230025318223,30,random,2
110,0,10,0,15,11.80544774314231,16.90524409356263,46,random,2
111,7,3,0,21,10.904275677169457,13.100600566045433,49,random,2
112,3,7,0,12,5.2692092936906345,2.151043637014455,48,random,2
113,4,6,0,12,3.404683488570006,4.382164692772005,56,random,2
114,0,10,0,11,9.221562181300474,3.2544766924444097,40,random,2
115,0,10,0,14,15.677926029957355,9.510875522615883,34,random,2
116,3,7,0,6,9.418597960021284,14.868609849896549,70,random,2
117,0,10,0,5,7.2093998855085815,7.425748133714105,58,random,2
118,0,10,0,6,5.789508665696204,4.024521196262569,43,random,2
119,0,10,0,8,13.064956228866711,13.822260648144887,56,random,2
120,0,10,0,11,14.583401146178952,16.430870989294284,43,random,2
121,0,10,0,7,12.416648022596826,5.051612702576859,49,random,2
122,0,10,0,9,6.071716763963947,17.693290532533695,58,random,2
123,0,10,0,6,17.60219994122437,13.601574117384338,38,random,2
124,0,10,0,9,6.235653816678736,15.641382105964192,45,random,2
125,0,10,0,11,16.78908006914189,4.311617458980518,66,random,2
126,0,10,0,9,5.629084075032228,11.361668546695263,56,random,2
127,0,10,0,14,16.555441097836706,3.0141746236986915,39,random,2
128,0,10,0,19,7.695001943446595,4.993368893907146,61,random,2
129,4,6,0,15,15.299323421472486,17.51298033722054,48,random,2
130,2,8,0,8,7.999368425948315,5.451894747451696,55,random,2
131,0,10,0,6,7.932077860377412,17.04578480757351,46,random,2
132,0,10,0,7,16.009310875857025,14.752554323631127,40,random,2
133,0,10,0,14,17.97883727450638,11.301352309311504,52,random,2
134,0,10,0,11,3.227834266732705,10.721359939172254,46,random,2
135,0,10,0,5,4.66270096117718,6.88103802980571,48,random,2
136,0,10,0,9,15.914785305808106,14.101680341575923,50,random,2
137,0,10,0,11,3.364766916778967,6.2450498069878915,59,random,2
138,0,10,0,10,3.545040513053932,10.323910770066895,58,random,2
139,0,10,0,7,3.143920662002609,16.255381388935817,37,random,2
140,0,10,0,8,5.181896663158794,4.296898858557245,34,random,2
141,3,7,0,6,14.336867942461373,8.000842090906202,57,random,2
142,0,10,0,29,7.691622847221014,11.781431762163677,44,random,2
143,0,10,0,9,3.00906676442243,15.645621691335947,36,random,2
144,1,9,0,13,12.291318416880236,3.428376797820686,49,random,2
145,0,10,0,6,10.956009867347111,5.71704057444814,45,random,2
146,0,10,0,9,4.405652990836838,10.809992368774004,52,random,2
147,0,10,0,10,14.08565473339674,17.98261033375684,40,random,2
148,0,10,0,7,12.265037235163058,13.038026233112546,50,random,2
149,0,10,0,10,16.06345341376458,14.039133668611944,38,random,2
150,0,10,0,8,8.521971166523564,17.74647929019428,51,random,2
151,0,10,0,13,8.343880723037826,17.898545307984158,63,random,2
152,0,10,0,9,2.210783520936239,5.259395010876693,56,random,2
153,0,10,0,8,16.868898343081774,2.401108996574701,38,random,2
154,2,8,0,8,3.643027614990954,14.004685660535822,48,random,2
155,3,7,0,7,2.8925972842257437,10.305588050402658,52,random,2
156,0,10,0,9,7.333856040999416,9.71779854445086,51,random,2
157,0,10,0,11,9.817182794155466,4.843428412217561,36,random,2
158,0,10,0,10,17.390324960700607,11.246760166105782,47,random,2
159,0,10,0,8,13.176755745654313,3.132511853652872,48,random,2
160,0,10,0,12,6.737518678561301,7.114449593344027,61,random,2
161,0,10,0,10,10.672555613841938,8.399702278655095,56,random,2
162,0,10,0,9,15.940488218108394,3.9010449200425565,51,random,2
163,0,10,0,8,12.827750624387498,17.895741865960403,47,random,2
164,0,10,0,8,2.623215831273015,8.01838892378913,35,random,2
165,0,10,0,13,8.168746768164416,14.822336389061865,54,random,2
166,0,10,0,12,13.671906480782228,8.146467900568606,39,random,2
167,4,6,0,9,13.194889478772621,11.490741500026157,45,random,2
168,0,10,0,6,2.577521914588372,2.88406943450401,45,random,2
169,0,10,0,11,2.1022426817523794,4.347934899310562,69,random,2
170,0,10,0,9,8.222132542587088,10.342333054437542,62,random,2
171,0,10,0,7,15.573021709362147,16.928783903997434,54,random,2
172,0,10,0,10,15.867087839385812,13.953515227634728,45,random,2
173,0,10,0,8,8.205363228066828,4.393645122460899,47,random,2
174,0,10,0,6,5.5654809144439525,17.51432760163525,67,random,2
175,0,10,0,11,2.1332148950279404,11.898999429107235,40,random,2
176,0,10,0,11,5.543223809666818,6.9974144303249535,47,random,2
177,0,10,0,12,14.790807530775188,12.660883042715664,33,random,2
178,0,10,0,8,6.673229083506023,3.200324223640079,41,random,2
179,0,10,0,7,17.680192169679753,6.069530591965103,37,random,2
180,0,10,0,10,6.5872633527092574,13.192851866267054,66,random,2
181,0,10,0,8,6.930799016506242,2.2341581044590253,37,random,2
182,9,1,0,6,4.674323737130868,17.172912004502066,50,random,2
183,0,10,0,9,9.822707218145537,14.907423502560732,64,random,2
184,0,10,0,12,3.502058534417337,4.337990236083405,47,random,2
185,0,10,0,14,3.0244032570710644,16.679629081304327,48,random,2
186,0,10,0,9,12.307836352752684,13.220305167240898,41,random,2
187,0,10,0,19,7.286934672997761,5.956412887780269,67,random,2
188,0,10,0,9,14.294347289449599,14.77285733788068,60,random,2
189,0,10,0,6,9.076682786101932,2.7754128696768703,53,random,2
190,0,10,0,10,11.967866674705766,14.910028834316703,46,random,2
191,0,10,0,16,17.14227027592784,4.773956113697015,56,random,2
192,0,10,0,7,11.820609621109572,11.379189762484529,42,random,2
193,0,10,0,11,3.454819413871558,14.763061528726006,52,random,2
194,0,10,0,11,17.988598023828775,10.143931408986035,54,random,2
195,0,10,0,9,11.795666935748939,3.6291631183286928,51,random,2
196,0,10,0,12,2.5426518536603275,3.4052849266527527,42,random,2
197,0,10,0,12,16.88646481960349,3.97088795134783,38,random,2
198,0,10,0,11,6.786856905271684,15.624411629553226,47,random,2
199,1,9,0,12,5.280991381594909,4.48057824483949,48,random,2
200,0,10,0,20,3.841631506891307,3.9827271548498864,45,random,2
1,4,6,0,6,10.172696978666622,11.36966313333675,68,random,3
2,0,10,0,13,6.108814084827664,2.600304651794291,58,random,3
3,0,10,0,8,3.9762719591662723,11.063567195984561,45,random,3
4,0,10,0,13,7.424657541464173,13.285300433647118,47,random,3
5,0,10,0,14,9.928966849769733,5.714967126542328,40,random,3
6,0,10,0,6,3.177128616247746,17.57419232397359,42,random,3
7,0,10,0,10,3.6494789067874045,5.852201811551344,42,random,3
8,0,10,0,9,13.81488826954128,2.7829001509692723,39,random,3
9,0,10,0,11,16.59510559941818,9.452809927510954,56,random,3
10,0,10,0,7,11.446448417035667,4.403565407788701,47,random,3
11,0,10,0,17,15.378494574710908,3.602013683935379,49,random,3
12,0,10,0,11,5.274689439184943,13.265058637303824,40,random,3
13,0,10,0,6,16.565445377798305,8.122814454497329,51,random,3
14,0,10,0,7,10.040036987275041,5.3086620263302535,61,random,3
15,0,10,0,15,13.17826619737927,8.256482123909919,39,random,3
16,6,4,0,12,16.566095838037583,13.565057373313316,50,random,3
17,0,10,0,10,17.96238454299015,9.908905072275202,44,random,3
18,0,10,0,5,7.859041375944107,14.093022776546269,37,random,3
19,0,10,0,8,5.45704797700869,5.975456657910662,50,random,3
20,0,10,0,10,9.965738334869352,11.56249562450143,51,random,3
21,0,10,0,9,5.442352823646811,9.871957646964828,41,random,3
22,2,8,0,7,11.864557584828173,9.559825251271926,67,random,3
23,0,10,0,8,15.937099360617673,10.668812111021296,58,random,3
24,0,10,0,7,12.070798279455778,7.325323087354917,40,random,3
25,0,10,0,24,13.405861050839803,5.251455549097949,51,random,3
26,0,10,0,10,7.891424693335784,3.435343623588542,51,random,3
27,0,10,0,15,4.820750948669291,6.320861675738261,37,random,3
28,0,10,0,12,4.752617268213095,9.952271218898371,31,random,3
29,2,8,0,13,5.979909273004051,3.6734567650856906,41,random,3
30,1,9,0,8,4.705435926442183,16.445073833973332,52,random,3
31,0,10,0,13,8.237535862963286,2.2420080307317694,34,random,3
