Episode,Successes,Collisions,Timeouts,Throughput,Steps,Goal_X,Goal_Y,Num_Obstacles,Mode,Fold
25,0,10,0,0.0,45,17.0,17.0,49,clustered,5
26,0,10,0,0.0,65,17.0,17.0,46,clustered,5
27,0,10,0,0.0,33,17.0,17.0,41,clustered,5
28,5,4,1,0.625,800,17.0,17.0,29,clustered,5
29,0,10,0,0.0,32,17.0,17.0,59,clustered,5
30,0,10,0,0.0,54,17.0,17.0,52,clustered,5
31,0,10,0,0.0,25,17.0,17.0,50,clustered,5
32,0,10,0,0.0,38,17.0,17.0,41,clustered,5
33,1,8,1,0.125,800,17.0,17.0,47,clustered,5
34,0,10,0,0.0,53,17.0,17.0,42,clustered,5
35,0,10,0,0.0,38,17.0,17.0,49,clustered,5
36,0,10,0,0.0,35,17.0,17.0,52,clustered,5
37,0,10,0,0.0,45,17.0,17.0,38,clustered,5
38,1,9,0,1.8518518518518516,54,17.0,17.0,34,clustered,5
39,2,7,1,0.25,800,17.0,17.0,45,clustered,5
40,0,10,0,0.0,41,17.0,17.0,55,clustered,5
41,0,10,0,0.0,34,17.0,17.0,46,clustered,5
42,2,8,0,2.5974025974025974,77,17.0,17.0,39,clustered,5
43,0,10,0,0.0,49,17.0,17.0,35,clustered,5
44,1,8,1,0.125,800,17.0,17.0,64,clustered,5
45,4,6,0,5.797101449275362,69,17.0,17.0,41,clustered,5
46,4,5,1,0.5,800,17.0,17.0,52,clustered,5
47,2,7,1,0.25,800,17.0,17.0,42,clustered,5
48,0,10,0,0.0,28,17.0,17.0,42,clustered,5
49,1,9,0,2.564102564102564,39,17.0,17.0,43,clustered,5
50,0,10,0,0.0,38,17.0,17.0,54,clustered,5
51,0,10,0,0.0,59,17.0,17.0,46,clustered,5
52,0,10,0,0.0,43,17.0,17.0,43,clustered,5
53,4,5,1,0.5,800,17.0,17.0,42,clustered,5
54,2,8,0,2.5974025974025974,77,17.0,17.0,51,clustered,5
55,0,10,0,0.0,35,17.0,17.0,47,clustered,5
56,0,10,0,0.0,27,17.0,17.0,49,clustered,5
57,0,9,1,0.0,800,17.0,17.0,55,clustered,5
58,0,10,0,0.0,55,17.0,17.0,52,clustered,5
59,1,8,1,0.125,800,17.0,17.0,37,clustered,5
60,0,10,0,0.0,36,17.0,17.0,67,clustered,5
61,0,10,0,0.0,47,17.0,17.0,50,clustered,5
62,0,10,0,0.0,51,17.0,17.0,58,clustered,5
63,1,8,1,0.125,800,17.0,17.0,45,clustered,5
64,0,10,0,0.0,37,17.0,17.0,44,clustered,5
65,0,10,0,0.0,31,17.0,17.0,45,clustered,5
66,0,10,0,0.0,35,17.0,17.0,62,clustered,5
67,0,10,0,0.0,46,17.0,17.0,33,clustered,5
68,0,10,0,0.0,28,17.0,17.0,45,clustered,5
69,0,10,0,0.0,27,17.0,17.0,40,clustered,5
70,2,8,0,3.389830508474576,59,17.0,17.0,34,clustered,5
71,2,8,0,2.631578947368421,76,17.0,17.0,43,clustered,5
72,1,9,0,1.0752688172043012,93,17.0,17.0,49,clustered,5
73,0,10,0,0.0,23,17.0,17.0,43,clustered,5
74,1,9,0,1.694915254237288,59,17.0,17.0,46,clustered,5
75,0,10,0,0.0,35,17.0,17.0,56,clustered,5
76,1,9,0,1.4285714285714286,70,17.0,17.0,44,clustered,5
77,1,9,0,1.25,80,17.0,17.0,51,clustered,5
78,1,9,0,1.0,100,17.0,17.0,48,clustered,5
79,1,9,0,1.1111111111111112,90,17.0,17.0,62,clustered,5
80,0,10,0,0.0,26,17.0,17.0,36,clustered,5
81,2,8,0,2.8169014084507045,71,17.0,17.0,59,clustered,5
82,2,7,1,0.25,800,17.0,17.0,51,clustered,5
83,0,10,0,0.0,43,17.0,17.0,39,clustered,5
84,0,10,0,0.0,55,17.0,17.0,58,clustered,5
85,3,7,0,4.0,75,17.0,17.0,58,clustered,5
86,3,7,0,4.10958904109589,73,17.0,17.0,33,clustered,5
87,4,6,0,5.405405405405405,74,17.0,17.0,47,clustered,5
88,0,10,0,0.0,43,17.0,17.0,37,clustered,5
89,0,10,0,0.0,47,17.0,17.0,32,clustered,5
90,0,10,0,0.0,54,17.0,17.0,59,clustered,5
91,0,10,0,0.0,48,17.0,17.0,53,clustered,5
92,2,7,1,0.25,800,17.0,17.0,48,clustered,5
93,0,10,0,0.0,31,17.0,17.0,54,clustered,5
94,1,9,0,1.5873015873015872,63,17.0,17.0,49,clustered,5
95,0,10,0,0.0,50,17.0,17.0,38,clustered,5
96,0,10,0,0.0,42,17.0,17.0,48,clustered,5
97,3,7,0,3.3333333333333335,90,17.0,17.0,45,clustered,5
98,0,10,0,0.0,27,17.0,17.0,52,clustered,5
99,1,9,0,2.4390243902439024,41,17.0,17.0,60,clustered,5
100,0,10,0,0.0,32,17.0,17.0,38,clustered,5
